link,page,scraped_at,timestamp,title
https://www.kompas.com/tren/read/2020/10/12/165810565/klarifikasi-cek-fakta-video-pick-up-tabrak-polisi-diklaim-saat-aksi-tolak,1.0,2020-11-22 19:32:37.438720,"12/10/2020, 16:58 WIB",[KLARIFIKASI] Cek Fakta Video Pick Up Tabrak Polisi Diklaim Saat Aksi Tolak UU Cipta Kerja
https://www.kompas.com/tren/read/2020/10/12/153000765/studi--lama-waktu-virus-corona-bisa-bertahan-hidup-di-permukaan-benda,1.0,2020-11-22 19:32:37.486079,"12/10/2020, 15:30 WIB",Studi: Lama Waktu Virus Corona Bisa Bertahan Hidup di Permukaan Benda
https://www.kompas.com/tren/read/2020/10/12/150300265/surati-jokowi-soal-aspirasi-tolak-uu-cipta-kerja-sejauh-apa-wewenang,1.0,2020-11-22 19:32:37.536780,"12/10/2020, 15:03 WIB","Surati Jokowi soal Aspirasi Tolak UU Cipta Kerja, Sejauh Apa Wewenang Gubernur?"
https://www.kompas.com/tren/read/2020/10/12/141700765/survei-perusahaan-dinilai-lebih-bisa-diandalkan-daripada-pemerintah-saat,1.0,2020-11-22 19:32:37.604783,"12/10/2020, 14:17 WIB",Survei: Perusahaan Dinilai Lebih Bisa Diandalkan daripada Pemerintah Saat Pandemi Corona
https://www.kompas.com/tren/read/2020/10/12/133000965/beragam-sanksi-dan-denda-jika-melanggar-aturan-psbb-transisi-di-jakarta,1.0,2020-11-22 19:32:37.666759,"12/10/2020, 13:30 WIB",Beragam Sanksi dan Denda jika Melanggar Aturan PSBB Transisi di Jakarta
https://www.kompas.com/tren/read/2020/10/12/123500065/meghan-markle-dan-pangeran-harry-bicara-soal-perundungan-di-dunia-maya,2.0,2020-11-22 19:32:41.116333,"12/10/2020, 12:35 WIB",Meghan Markle dan Pangeran Harry Bicara soal Perundungan di Dunia Maya
https://www.kompas.com/tren/read/2020/10/12/123121465/bus-omni-yang-ugal-ugalan-dan-bagaimana-kita-bersikap,2.0,2020-11-22 19:32:41.163359,"12/10/2020, 12:31 WIB",Bus Omni yang Ugal-ugalan dan Bagaimana Kita Bersikap
https://www.kompas.com/tren/read/2020/10/12/122854065/hoaks-panggilan-interview-sampoerna-dengan-syarat-reservasi-tiket,2.0,2020-11-22 19:32:41.208803,"12/10/2020, 12:28 WIB",[HOAKS] Panggilan Interview Sampoerna dengan Syarat Reservasi Tiket
https://www.kompas.com/tren/read/2020/10/12/120500165/perhatikan-ini-daftar-komorbid-yang-bisa-perparah-kondisi-jika-terpapar,2.0,2020-11-22 19:32:41.255773,"12/10/2020, 12:05 WIB","Perhatikan, Ini Daftar Komorbid yang Bisa Perparah Kondisi jika Terpapar Covid-19"
https://www.kompas.com/tren/read/2020/10/12/115358265/hari-ini-jadwal-terakhir-skb-lantas-kapan-hasil-seleksi-cpns-diumumkan,2.0,2020-11-22 19:32:41.302236,"12/10/2020, 11:53 WIB","Hari Ini Jadwal Terakhir SKB, Lantas Kapan Hasil Seleksi CPNS Diumumkan?"
https://www.kompas.com/tren/read/2020/10/12/112000665/tca-diluncurkan-ini-ketentuan-perjalanan-warga-negara-indonesia-dan,2.0,2020-11-22 19:32:41.348892,"12/10/2020, 11:20 WIB","TCA Diluncurkan, Ini Ketentuan Perjalanan Warga Negara Indonesia dan Singapura"
https://www.kompas.com/tren/read/2020/10/12/103800465/hari-ini-dalam-sejarah--18-tahun-tragedi-bom-bali-i,2.0,2020-11-22 19:32:41.396290,"12/10/2020, 10:38 WIB",Hari Ini dalam Sejarah: 18 Tahun Tragedi Bom Bali I
https://www.kompas.com/tren/read/2020/10/12/100200565/twitter-kembali-beri-label-peringatan-pada-twit-donald-trump,2.0,2020-11-22 19:32:41.442849,"12/10/2020, 10:02 WIB",Twitter Kembali Beri Label Peringatan pada Twit Donald Trump
https://www.kompas.com/tren/read/2020/10/12/093100565/psbb-transisi-lagi-di-dki-jakarta-apa-kuncinya-agar-efektif-,2.0,2020-11-22 19:32:41.489558,"12/10/2020, 09:31 WIB","PSBB Transisi Lagi di DKI Jakarta, Apa Kuncinya agar Efektif?"
https://www.kompas.com/tren/read/2020/10/12/090800165/update-corona-dunia-12-oktober-377-juta-kasus-presiden-polinesia-perancis,2.0,2020-11-22 19:32:41.535821,"12/10/2020, 09:08 WIB","Update Corona Dunia 12 Oktober: 37,7 Juta Kasus | Presiden Polinesia Perancis Positif Covid-19"
https://www.kompas.com/tren/read/2020/10/12/082800865/profil-iga-swiatek-petenis-19-tahun-yang-jadi-juara-tunggal-putri-french,2.0,2020-11-22 19:32:41.588080,"12/10/2020, 08:28 WIB","Profil Iga Swiatek, Petenis 19 Tahun yang Jadi Juara Tunggal Putri French Open 2020"
https://www.kompas.com/tren/read/2020/10/12/080100165/5-studi-terbaru-terkait-virus-corona,2.0,2020-11-22 19:32:41.644622,"12/10/2020, 08:01 WIB",5 Studi Terbaru Terkait Virus Corona
https://www.kompas.com/tren/read/2020/10/12/073000565/daftar-kartu-prakerja-hanya-di-prakerja.go.id-jangan-klik-link-lainnya-,2.0,2020-11-22 19:32:41.701339,"12/10/2020, 07:30 WIB","Daftar Kartu Prakerja Hanya di prakerja.go.id, Jangan Klik Link Lainnya!"
https://www.kompas.com/tren/read/2020/10/12/070000765/lima-kejanggalan-kaburnya-cai-changpan,2.0,2020-11-22 19:32:41.758216,"12/10/2020, 07:00 WIB",Lima Kejanggalan Kaburnya Cai Changpan
https://www.kompas.com/tren/read/2020/10/12/063000965/menurun-ini-daftar-54-daerah-berstatus-zona-merah-covid-19-di-indonesia,2.0,2020-11-22 19:32:41.813030,"12/10/2020, 06:30 WIB","Menurun, Ini Daftar 54 Daerah Berstatus Zona Merah Covid-19 di Indonesia"
https://www.kompas.com/tren/read/2020/10/12/060300065/dimulai-hari-ini-berikut-sederet-aturan-saat-psbb-transisi-di-jakarta,3.0,2020-11-22 19:32:45.433525,"12/10/2020, 06:03 WIB","Dimulai Hari Ini, Berikut Sederet Aturan Saat PSBB Transisi di Jakarta"
https://www.kompas.com/tren/read/2020/10/12/052400865/-populer-tren-apa-itu-lintang-kemukus-hoaks-pendaftaran-kartu-prakerja,3.0,2020-11-22 19:32:45.481816,"12/10/2020, 05:24 WIB",[POPULER TREN] Apa Itu Lintang Kemukus? | Hoaks Pendaftaran Kartu Prakerja
